index,Name,Platform,RatingOutOf20,Publisher,Year,Classification,Description,Genre
2298,Monster House,PS2,12/20,THQ,2006.0,+3 ans,"Like many other animated films before it, Monster House could not be released in theaters without leading to a video game adaptation. Offered by THQ on home and portable consoles, the different versions therefore arrive at the same time as the film, and we will focus here on the version available on GameCube and PS2.",Adventure
2299,Monster Hunter,PS2,15/20,Capcom,2004.0,+12 ans,"Imagine that the world we know, built with our certainties and our actions, had evolved differently. Just imagine that the dinosaurs did not disappear, but managed to evolve in coexistence with the human race. Monster Hunter performs this intellectual gymnastics for you, extracting from the most fertile imaginations a world composed of history and fantasy. Universe in which the equality of species is posed as an unalterable value, where each life must be fiercely contested, torn between bestial violence and the desire for unalterable tranquility. These contrary desires often merge into a much more atavistic reflex which is that of pure hunting, for intense pleasure. In this, men are the most uncompromising and the most passionate.",Role-Playing
2300,Monster Jam,DS,4/20,Activision,2007.0,+7 ans,"Monster Jam invites us to drive huge monster trucks to smash everything in our path. Alas, the least we can say is that the result is far from resounding...",Racing
2301,Monster Jam,Wii,7/20,Activision,2007.0,+7 ans,"Monster Jam invites us to drive huge monster trucks to smash everything in our path. Alas, the least we can say is that the result is far from resounding...",Racing
2302,Monster Jam,PS2,7/20,Activision,2007.0,+7 ans,"Monster Jam invites us to drive huge monster trucks to smash everything in our path. Alas, the least we can say is that the result is far from resounding...",Racing
2303,Monster Jam,PC,7/20,Activision,2007.0,+7 ans,"Monster Jam invites us to drive huge monster trucks to smash everything in our path. Alas, the least we can say is that the result is far from resounding...",Racing
2304,Monster Jam: Path of Destruction,PS3,10/20,Activision,2010.0,+3 ans,"Big wheels, a powerful engine, crazy stunts... Welcome to the glamorous world of Monster Truck events, pure Uncle Sam-style fun.",Racing
2305,Monster Jam: Path of Destruction,Wii,10/20,Activision,2010.0,+3 ans,"Big wheels, a powerful engine, crazy stunts... Welcome to the glamorous world of Monster Truck events, pure Uncle Sam-style fun.",Racing
2306,Monster Jam: Maximum Destruction,GBA,11/20,Ubisoft,2002.0,+3 ans,"Ubi-Soft today gives you the opportunity to let off steam with Monster Jam Maximum Destruction. Mixing driving and combat, this new cartridge is likely to hurt a lot. Maybe even a little too much...",Racing
2307,Monster Kingdom: Jewel Summoner,PSP,13/20,Sony Computer Entertainment,2006.0,Unknown,"Released in 2006 in Japan on PSP, Monster Kingdom: Jewel Summoner is an unabashed Pokémon-like that hopes to find fans of Nintendo's little beasts at Sony. The game therefore offers to capture, train and fight more than a hundred creatures, sometimes cute, sometimes frightening. A risky bet to want to be compared to Pikachu and company: could the developers from Gaia have been too ambitious?",Role-Playing
2308,Monster Lab,PS2,14/20,Eidos Interactive,2008.0,+7 ans,"Following a rather successful DS version, the PS2 version from Monster Lab is arriving. Almost similar to that of its little sister, Monster Lab PS2 therefore takes up the concept of ""Monster Maker"" under the cover of a beautiful gothic atmosphere worthy of Hammer films. Taking advantage of a very distinctive graphic style, the Backbone title offers us an original and refreshing experience.",Role-Playing
2309,Monster Lab,Wii,14/20,Eidos Interactive,2008.0,+7 ans,"Following a rather successful DS version, the Wii version of Monster Lab is arriving. Almost similar to that of its little sister, Monster Lab Wii therefore takes up the concept of ""Monster Maker"" under the cover of a beautiful gothic atmosphere worthy of Hammer films. Taking advantage of a very distinctive graphic style, the Backbone title offers us an original and refreshing experience.",Role-Playing
2310,Monster Lab,DS,13/20,Eidos Interactive,2008.0,+7 ans,"Spiritual son of the much forgotten and yet very sympathetic Metal Masters, Monster Lab takes on the universe of Frankenstein under the aegis of the fighting game. While making fun of Mary Shelley's novel, the developers of BackBone had the idea of ​​making us take on the role of the creator and the creature for an explosive result. Was the experiment successful? This is what the account below attempts to answer.",Role-Playing
2311,Monster Trucks DS,DS,6/20,Majesco Entertainment,2005.0,+3 ans,"The oldest among you surely remember particularly fun titles featuring Monster Trucks decked out in bright colors and big wheels. Bearing the sweet names of Monster Trucks Madness or simply Monster Trucks, these softwares gave the opportunity to take immediate pleasure without trying to tire the player or lock them into an overly simulation aspect. Good memories that the Majesco title seems to want to reintroduce into Nintendo's portable. But will he have enough fuel to get there?",Racing
2312,Monster Trux Arenas: Special Edition,Wii,3/20,Popcorn Arcade,2007.0,+3 ans,"Popcorn arcade games continue to flood the Wii toy library. As unconvincing as his brothers, Monster Trux Arenas is growing the ranks of a family whose fun tares do not seem to convince Data Design to stop the massacre.",Racing
2313,"Monsters, Inc.",GBA,11/20,THQ,2001.0,+3 ans,"It's the GBA's turn to welcome the company of monsters in an action game. The Pixar universe lends itself wonderfully well to video games. And yet, this version of Monsters and Company leaves a taste of déjà vu...",Adventure
2314,TouchMaster 2,DS,6/20,Midway Games,2008.0,+3 ans,"Barely a little over a year after the first TouchMaster, Midway is back at it again by rewarding us with a More TouchMaster. However, don't be fooled by its name since the game only has a ""more"" than its price, the number of tests going from 23 to 20. And there, I think you have a hell of a clue about the quality of this title.",Puzzle
2315,Mortal Kombat,PS3,17/20,Warner Bros. Interactive Entertainment,2011.0,+18 ans,"In almost 20 years of existence, the Mortal Kombat series has had many ups and downs. Nerdy for some, cult for others, it has always divided the gaming community. Will the return to HD sources discussed today finally succeed in getting everyone to agree?",Fighting
2316,Mortal Kombat: Deadly Alliance,GBA,15/20,Midway Games,2002.0,+12 ans,"Mortal Kombat continues to surprise. If the saga has experienced ups and downs on living room machines, on a laptop it has never been able to convince. Once again, Midway shows us that nothing is engraved in marble.",Fighting
2317,Mortal Kombat: Deadly Alliance,PS2,17/20,Midway Games,2002.0,+12 ans,"Mortal Kombat is a bit like the ugly duckling of fighting. After a decent first part, the series only got bogged down in an escalation of violence which barely veiled gameplay that was less and less viable. Today the game is making a comeback and manages to surprise us where we no longer expected much.",Fighting
